user_id,travel_reason,expectations_from_neighbor,conversation_trigger,openness_score
f091aebd-ec53-4a31-9b73-00a7329048d0,Visite famille/amis,Rester tranquille,La conversation est légère,4
e04c3988-5fd2-42ee-9770-adf1e49733f3,Travail/études,Échanger sur un sujet commun,Ça dépend,4
7b4bf78b-5299-40f9-8911-b3d7545f009e,Travail/études,Rester tranquille,Jamais,1
41f51785-2482-4185-ba92-7ed4cf2e87b0,Loisirs/vacances,Discussion sympa,Il/elle partage mes centres d’intérêt,5
667a15b7-9a39-4877-b263-ba58c1f89d85,Travail/études,Autre,La conversation est légère,5
2f5864c9-c6a6-47d0-8007-b228abc710b2,Loisirs/vacances,Rester tranquille,Jamais,5
45da3288-922c-4f20-b934-78573ec9f1d9,Visite famille/amis,Discussion sympa,Il/elle partage mes centres d’intérêt,1
22a8ae73-9f99-45d4-8921-73e31c347d2c,Loisirs/vacances,Discussion sympa,La conversation est légère,3
5d83beb4-edfb-4f95-9b2c-ba8b722d748f,Loisirs/vacances,Discussion sympa,Le trajet est long,4
5037086f-aee7-44b9-870b-e1dea553a2a4,Loisirs/vacances,Rester tranquille,La conversation est légère,2
1c4b8045-288e-428a-be36-88ac6c0f24f8,Autre,Discussion sympa,Il/elle partage mes centres d’intérêt,2
d6e39fc4-1661-4e52-baee-ca9a0bd7e382,Visite famille/amis,Discussion sympa,Il/elle partage mes centres d’intérêt,2
1d6f4d52-2097-40b9-8964-d6d08d25d201,Visite famille/amis,Autre,Ça dépend,3
9d0993a9-2428-4083-a0ce-f473ea303a98,Autre,Discussion sympa,Le trajet est long,4
32c107e5-1e48-4357-93e6-97f81d175a1c,Autre,Discussion sympa,Le trajet est long,4
6d855215-d4e7-4e1c-8dd2-6aeff9c42899,Loisirs/vacances,Discussion sympa,Jamais,3
c4c17caa-60c9-48bc-b5c6-3f7ff0ad0059,Travail/études,Réseautage pro,Le trajet est long,3
53f0bc4e-99d0-4aa1-a5ba-59827d182cd9,Loisirs/vacances,Échanger sur un sujet commun,Le trajet est long,1
97836630-b311-4363-8be8-74a21d72c161,Loisirs/vacances,Autre,Jamais,2
a0bc747a-6b68-463d-8fb5-d4016bffbd97,Visite famille/amis,Autre,Jamais,5
d515da82-76a8-4190-bf34-ee6fd44bd2b3,Visite famille/amis,Autre,Il/elle partage mes centres d’intérêt,1
5ad6e9f7-0682-44a0-af7c-0ce927ce9f09,Autre,Rester tranquille,La conversation est légère,4
6aa465bf-df38-470f-971b-92e90c0b9f91,Visite famille/amis,Échanger sur un sujet commun,Le trajet est long,4
fe62f8b5-b39a-41c6-bdda-77cfd0bdc2b0,Autre,Rester tranquille,Ça dépend,4
d9ab62cc-436c-4836-8683-8f0f67518dc9,Autre,Échanger sur un sujet commun,Ça dépend,2
59758329-d130-46d9-8262-39863e761437,Visite famille/amis,Rester tranquille,La conversation est légère,2
240640eb-2444-40ec-a17e-9a811208e86d,Travail/études,Discussion sympa,Jamais,5
ff459013-4372-4770-8fa5-9c20295f1795,Autre,Discussion sympa,La conversation est légère,4
530861c6-0f32-492a-8de6-5a39c76c413f,Travail/études,Rester tranquille,Ça dépend,1
c1fad3f7-50f2-4fb1-b63e-2a26c790c3e4,Visite famille/amis,Échanger sur un sujet commun,Jamais,2
4acb1efe-fa56-4496-adc8-7ddb74d2ef7d,Travail/études,Autre,Ça dépend,3
e7a0a41e-5cd9-488c-9018-39d77c867f1a,Travail/études,Autre,Le trajet est long,5
d53bb368-3c07-42f2-86b6-2e8fd38c074e,Visite famille/amis,Échanger sur un sujet commun,La conversation est légère,3
277aed0e-3543-42d0-a68f-e8d5d3d65cda,Travail/études,Autre,Jamais,4
ffbfbd36-e39c-40f0-a238-0975e756588b,Autre,Rester tranquille,Ça dépend,1
3a4ee457-cb7e-469d-bddc-83410dce9dac,Visite famille/amis,Échanger sur un sujet commun,Le trajet est long,4
db9e812b-5fbc-4292-a7d8-7bea2aa3c81b,Visite famille/amis,Réseautage pro,La conversation est légère,2
b6e1f98c-a0ac-448d-9f93-61573502350e,Autre,Échanger sur un sujet commun,La conversation est légère,2
4e13bf14-5a83-45cc-85c6-44f16421a287,Visite famille/amis,Échanger sur un sujet commun,Jamais,2
83b6e2cb-4b57-44c8-bc1b-2b99f42ba784,Loisirs/vacances,Réseautage pro,Il/elle partage mes centres d’intérêt,3
93d35b35-d2a3-45ae-841c-bcef4e4ffb22,Autre,Rester tranquille,Le trajet est long,5
7d7f9852-645d-45fe-9f4a-b5fc7c52b6ae,Visite famille/amis,Échanger sur un sujet commun,Il/elle partage mes centres d’intérêt,5
9b8e335e-060a-4fab-9487-1b9e00803e81,Autre,Rester tranquille,Le trajet est long,2
45327336-4e99-4f2e-97a9-0e2a7676ec30,Visite famille/amis,Rester tranquille,Il/elle partage mes centres d’intérêt,5
e430df54-795e-4ae5-ba0e-d7eb0a81b508,Visite famille/amis,Discussion sympa,Il/elle partage mes centres d’intérêt,2
1df567d6-af84-4768-9def-4db7be168994,Visite famille/amis,Discussion sympa,La conversation est légère,1
42949245-8298-469f-b963-913ee87f2168,Visite famille/amis,Réseautage pro,Jamais,3
7ab91564-2e00-45a4-bbdb-8c9a25c780de,Travail/études,Rester tranquille,Jamais,2
4194e3a8-e290-4ecc-97b4-d0b031cd9e9c,Autre,Autre,La conversation est légère,3
983eeaeb-0ab2-4a31-9b26-b3a12a17a930,Visite famille/amis,Échanger sur un sujet commun,Il/elle partage mes centres d’intérêt,1
c891cb3b-8319-41ee-a6ea-52a8ce5b5b88,Travail/études,Discussion sympa,Jamais,3
e6732dd1-be90-4bfd-aa64-fe6f5a0521e7,Loisirs/vacances,Réseautage pro,Ça dépend,1
12350192-9495-4208-907f-ac61ea4de3ab,Visite famille/amis,Autre,La conversation est légère,2
eb140614-71a2-40b3-bba6-8b270887cf1c,Autre,Échanger sur un sujet commun,Ça dépend,3
979c39ee-13c9-4f29-a2f3-870a0a46c664,Visite famille/amis,Rester tranquille,Ça dépend,5
e5ba262f-19cb-4336-9543-93d7b55afa3e,Travail/études,Échanger sur un sujet commun,Ça dépend,4
5a398817-d3f6-4691-afb7-7e44d8eb3fa4,Visite famille/amis,Discussion sympa,Jamais,5
b2e28ba4-e332-4c24-95ce-e22159dc8bc9,Travail/études,Échanger sur un sujet commun,Jamais,4
b22d66bc-ade9-406e-8ee0-7431f26da0a0,Loisirs/vacances,Réseautage pro,Jamais,3
33c757c3-e9ce-4c2c-8a74-48d64fc653b5,Travail/études,Autre,Le trajet est long,1
a901a8f3-6534-464c-97f0-d84b7b4e64d4,Visite famille/amis,Autre,Le trajet est long,4
ad182868-c92d-46a6-9b75-e872a4f08b7c,Autre,Discussion sympa,Il/elle partage mes centres d’intérêt,1
bc46717b-efb8-483b-b0f0-a8f4112b3029,Autre,Discussion sympa,Il/elle partage mes centres d’intérêt,5
05acd974-1d91-4082-bb71-e3fd3a997914,Visite famille/amis,Rester tranquille,La conversation est légère,2
d7b8adc1-3569-4017-9507-f2cee6bf40e0,Autre,Rester tranquille,La conversation est légère,5
e74a7e77-da9d-43b7-b012-b64f3a48c39e,Travail/études,Réseautage pro,La conversation est légère,1
5e668b34-a3ca-4eea-907d-8148694282e5,Autre,Autre,Il/elle partage mes centres d’intérêt,5
536c3064-0d9f-49dd-b07a-db68e5767159,Visite famille/amis,Discussion sympa,La conversation est légère,4
161a679a-d366-4330-90e8-073bc338d54c,Visite famille/amis,Réseautage pro,Jamais,3
278a5be0-8628-49e1-bd01-3e722bbdbebe,Loisirs/vacances,Réseautage pro,Jamais,5
ef84b85a-9af2-4f49-a0e4-1c4de8354b42,Travail/études,Discussion sympa,La conversation est légère,1
cb09b354-c60c-49bf-a654-96ec1f41a9f4,Travail/études,Discussion sympa,Il/elle partage mes centres d’intérêt,3
9f26b67e-a413-4560-bc6e-07152d13a82e,Travail/études,Échanger sur un sujet commun,Jamais,5
7952ea77-0115-43fc-9d87-75e22d2c1864,Autre,Discussion sympa,Il/elle partage mes centres d’intérêt,4
672a8949-b1cf-4898-a76e-11947acf659c,Autre,Rester tranquille,Jamais,5
ef84903a-7b2d-42c4-9d33-15659e3f8c7d,Visite famille/amis,Autre,Jamais,4
9c585aa7-460e-4288-917b-1ae6da1e3e23,Autre,Discussion sympa,Ça dépend,3
30d8692d-90e8-490b-84d7-5539ee8b7838,Loisirs/vacances,Réseautage pro,Il/elle partage mes centres d’intérêt,5
55878621-6f6b-4d11-be8e-909079bee582,Travail/études,Rester tranquille,Il/elle partage mes centres d’intérêt,1
f4b6ad07-52e3-48da-b76a-1cc3807dbabc,Autre,Discussion sympa,Ça dépend,1
b779e3a1-e87b-4d97-95a2-521ce553dc5e,Visite famille/amis,Autre,Il/elle partage mes centres d’intérêt,2
ec62d43c-3c5c-4a04-b45f-f68d14e056e6,Visite famille/amis,Rester tranquille,Jamais,5
6fc979bd-f385-4c09-8345-0bd3af304fd3,Visite famille/amis,Échanger sur un sujet commun,La conversation est légère,5
3f845a3a-2c20-45c8-b63c-5f1ac7cb54b2,Visite famille/amis,Autre,Ça dépend,1
3497299b-579a-419e-88bc-e5cd7f97ff5d,Travail/études,Discussion sympa,Jamais,4
cff72363-6a66-4ba7-8179-abe67a3bd661,Autre,Discussion sympa,La conversation est légère,1
79f5df87-0384-45a2-9e19-67ff01d58e01,Travail/études,Discussion sympa,Il/elle partage mes centres d’intérêt,3
ce280a8d-e98d-49f0-8d10-a3efdc5e75d1,Autre,Échanger sur un sujet commun,Jamais,2
9c778791-d217-4598-acf2-0c6ec5e2cb8c,Loisirs/vacances,Réseautage pro,Ça dépend,3
cce83545-b901-4fc3-ab3a-0ecf8d2d9289,Travail/études,Rester tranquille,Le trajet est long,2
a0aa21c6-fe5b-4361-8559-a8ebb4c69456,Autre,Échanger sur un sujet commun,Il/elle partage mes centres d’intérêt,1
f017665e-01fd-498e-87cb-2e0fc18585c0,Visite famille/amis,Échanger sur un sujet commun,Jamais,5
68a2fb7f-9a14-4afd-8137-cd327663b2ae,Autre,Rester tranquille,La conversation est légère,3
ee5424c9-cd6c-4059-b42a-66f02b88ceb2,Loisirs/vacances,Rester tranquille,Il/elle partage mes centres d’intérêt,4
8b595de1-0489-4a57-a8b5-cf47eb393f88,Autre,Réseautage pro,Jamais,5
a91e1782-141a-4cc3-b6d8-442f1784634d,Visite famille/amis,Discussion sympa,Le trajet est long,4
649dc2a9-e735-471c-9bdc-482e9126458c,Autre,Réseautage pro,Jamais,4
6dd3771d-6237-4a16-a49b-dad705e5cd6c,Visite famille/amis,Rester tranquille,Ça dépend,5
8bb85349-68c9-48d2-9b54-3c72c9ca026b,Autre,Rester tranquille,Le trajet est long,2
ecedd4b3-18ad-47fa-9f36-cfafb85b88f7,Loisirs/vacances,Discussion sympa,Le trajet est long,1
b468edf8-3d46-419a-a3d0-0809263cf1c8,Loisirs/vacances,Discussion sympa,Ça dépend,4
9d72b838-ea11-40ed-a1b0-1ceb6c288ce6,Autre,Autre,Le trajet est long,4
adafd897-3b6d-4686-8850-556713d06c09,Travail/études,Échanger sur un sujet commun,Le trajet est long,2
c43c8ac2-2c09-4787-a968-fb504e9bce51,Visite famille/amis,Rester tranquille,Il/elle partage mes centres d’intérêt,3
879992e1-20d6-4951-857f-ab9a52e7120b,Loisirs/vacances,Discussion sympa,La conversation est légère,5
9668ee70-d3d7-4a05-9d96-4af5607df0f3,Travail/études,Échanger sur un sujet commun,Il/elle partage mes centres d’intérêt,4
c3e5cf8e-0bbd-4031-9518-c09c514dbfb8,Loisirs/vacances,Rester tranquille,Ça dépend,4
20166b08-0a69-4685-ba19-638c800ffa80,Autre,Autre,La conversation est légère,1
a6b61bba-b3d5-45c5-9119-8c768773366f,Loisirs/vacances,Échanger sur un sujet commun,La conversation est légère,3
e9da6709-c1fc-44ec-b9c1-b3c5fc4ca6e6,Loisirs/vacances,Réseautage pro,Il/elle partage mes centres d’intérêt,3
bfad65c0-3892-4354-bd9d-83ef01a6f13a,Visite famille/amis,Autre,Il/elle partage mes centres d’intérêt,5
bb04d65d-3dce-4d79-a959-4f69de3f8b32,Visite famille/amis,Réseautage pro,La conversation est légère,5
30aa7dd7-36d5-45f5-b780-cbb68889b861,Visite famille/amis,Échanger sur un sujet commun,Ça dépend,1
95560a9c-1c24-48e8-9636-c41e0ee8092c,Autre,Réseautage pro,La conversation est légère,4
f2742423-9917-48e9-ae06-c2d9e10d692d,Visite famille/amis,Rester tranquille,Ça dépend,1
b0aee9f8-b75b-49b4-8241-2d10d48a0fc0,Autre,Rester tranquille,Il/elle partage mes centres d’intérêt,3
c4796754-bb1d-4b77-b182-c2daa24a50b6,Travail/études,Rester tranquille,Il/elle partage mes centres d’intérêt,2
a763f628-81a0-4f6a-b60b-b194808df336,Visite famille/amis,Rester tranquille,Ça dépend,3
0a8c8bc1-3d6a-46dc-9490-008b9ccda4a8,Loisirs/vacances,Discussion sympa,Ça dépend,4
f73469c0-fc95-42e4-aa2c-2a6e67a562ec,Visite famille/amis,Discussion sympa,Il/elle partage mes centres d’intérêt,5
40238ec5-746d-4786-b6a7-3d741a793b6f,Visite famille/amis,Échanger sur un sujet commun,Il/elle partage mes centres d’intérêt,2
a60f2f00-651a-43b2-b6fc-53fb34e7f1cb,Visite famille/amis,Échanger sur un sujet commun,Ça dépend,3
c6e171fd-af74-4403-acf5-8198c9ec2e09,Loisirs/vacances,Autre,La conversation est légère,2
66ef153c-11b0-4511-a1ee-7bde284039db,Loisirs/vacances,Échanger sur un sujet commun,Le trajet est long,1
84f6c95d-45f4-43c0-a223-9573b9850878,Autre,Rester tranquille,Jamais,4
a3943815-f99c-49e0-9904-26642d072fe1,Travail/études,Échanger sur un sujet commun,Jamais,5
30ba829b-50cf-4bce-ac63-ff9ff39a0600,Loisirs/vacances,Réseautage pro,La conversation est légère,3
ba346633-2532-4a50-bfa7-74d7fd1c51e8,Travail/études,Réseautage pro,Il/elle partage mes centres d’intérêt,2
578c7ab2-4100-4ab5-9f5f-2680bc0e5e88,Autre,Autre,Le trajet est long,4
b6a4ed1c-7057-4225-a5bb-08ca8506a22c,Autre,Réseautage pro,Il/elle partage mes centres d’intérêt,4
d9b70be7-84ce-405b-8fdb-7325226195a4,Loisirs/vacances,Échanger sur un sujet commun,Le trajet est long,4
f6b8c332-be71-40bd-b003-850d08a75441,Autre,Réseautage pro,Le trajet est long,3
3d38bfd0-bb79-4549-8746-85e2dcbd3dd0,Travail/études,Rester tranquille,Le trajet est long,1
19382381-bced-4b3a-b037-8af6c74c43df,Autre,Échanger sur un sujet commun,La conversation est légère,3
92cf5796-d143-4aa5-8924-7ab1f319969b,Visite famille/amis,Discussion sympa,La conversation est légère,2
21f7b393-fea9-4535-af43-725406b929e1,Visite famille/amis,Échanger sur un sujet commun,Jamais,2
2b4e6221-1614-4019-8489-a4399bf0741b,Visite famille/amis,Réseautage pro,Jamais,1
25eb433f-30e2-4cf2-b172-0c568e05a4ef,Loisirs/vacances,Rester tranquille,Il/elle partage mes centres d’intérêt,5
58afbecb-309c-44f1-96c2-1902ffdc0a7a,Autre,Réseautage pro,Jamais,3
144d303c-12d3-48e1-99bd-0b33b410644f,Autre,Réseautage pro,La conversation est légère,1
f1c302fb-0efa-4dcb-b17e-c54a0dee7f91,Autre,Autre,Ça dépend,2
ce2be001-7fe7-4996-8495-1afff09f57c1,Autre,Rester tranquille,Ça dépend,4
f22c8f8d-03b9-415e-9709-5879659a273c,Autre,Réseautage pro,Il/elle partage mes centres d’intérêt,4
59ead720-cf1f-43e1-ac97-00f5ca2e2031,Autre,Réseautage pro,Il/elle partage mes centres d’intérêt,1
b3a2b32c-3395-4a71-8d9e-ec635af0d901,Visite famille/amis,Discussion sympa,Jamais,4
8991a4c8-ab15-4cfa-8665-a15e7c44fa29,Visite famille/amis,Échanger sur un sujet commun,La conversation est légère,5
f3b75f17-e9e0-46fe-a274-c1c8a7b62611,Travail/études,Échanger sur un sujet commun,Le trajet est long,5
81e3c032-e56c-4bae-9ff4-7c4d90d5f6a3,Travail/études,Discussion sympa,Le trajet est long,2
6b380659-0545-4beb-9eea-79fd20cce970,Travail/études,Réseautage pro,Il/elle partage mes centres d’intérêt,3
99f6edb1-c26c-4403-b236-bff1a0961dcc,Loisirs/vacances,Rester tranquille,Jamais,2
72eefe3e-abbb-42e3-a34c-05cf476de485,Travail/études,Autre,Il/elle partage mes centres d’intérêt,3
70578261-6a5e-4fa2-914d-1e6465ac8f83,Travail/études,Autre,Jamais,1
345ff064-e3d8-4554-8e91-bcf1bc6a5a65,Visite famille/amis,Échanger sur un sujet commun,Ça dépend,2
646a2e45-fdff-412f-8dd3-a611a2629019,Autre,Échanger sur un sujet commun,Il/elle partage mes centres d’intérêt,4
0947080f-8803-4ecc-9317-05d5db6889ae,Loisirs/vacances,Autre,La conversation est légère,3
22a058a3-257a-4716-85c2-5d5b93ad36c4,Visite famille/amis,Échanger sur un sujet commun,Le trajet est long,3
54496dea-0e65-49de-b0f3-3bb87294e919,Visite famille/amis,Échanger sur un sujet commun,Le trajet est long,1
ad2781af-57b7-4466-9e25-2b0ec00f852a,Autre,Discussion sympa,Jamais,4
fad4f945-9fa5-4831-a28c-33bd8be05ec9,Travail/études,Échanger sur un sujet commun,Jamais,2
9ff95d4e-f816-441d-b923-68847eed8248,Loisirs/vacances,Discussion sympa,Le trajet est long,3
e54f6328-b3a2-4c45-8d3e-4a61a5efa8f0,Autre,Réseautage pro,Jamais,4
af163dd5-d652-436b-808b-c020ec0f4c20,Travail/études,Autre,Il/elle partage mes centres d’intérêt,5
0205ffc2-930b-483b-8786-80955819edf8,Autre,Réseautage pro,La conversation est légère,3
83df5ea9-384d-4dff-abff-55742d7f6ab2,Loisirs/vacances,Autre,Le trajet est long,5
1d5b5305-34f5-4fd2-851c-17ade9a41523,Travail/études,Rester tranquille,Ça dépend,3
f04cbae2-c2be-4fef-bfa6-d20ce5e37cf7,Travail/études,Rester tranquille,Jamais,1
511fff53-8b16-40ad-9c77-d6d1f1608508,Travail/études,Rester tranquille,Ça dépend,5
4d4d0624-711a-4b00-af3e-e4a869c0080c,Visite famille/amis,Autre,Il/elle partage mes centres d’intérêt,4
916cf8da-ca74-47c1-9768-db0a1ddddc32,Travail/études,Échanger sur un sujet commun,Le trajet est long,1
8a92ad16-d49e-4c53-a4a4-43a985b4af3c,Visite famille/amis,Échanger sur un sujet commun,Ça dépend,4
bd5fcd99-240b-48ca-a5e3-ecc103847721,Visite famille/amis,Autre,Le trajet est long,1
071ab428-7193-4138-843f-3d30da03a243,Travail/études,Discussion sympa,Le trajet est long,2
12312abc-c3fe-4b5a-a731-4c44b41b0222,Visite famille/amis,Autre,Il/elle partage mes centres d’intérêt,4
09b11395-4a6e-4936-97cd-425bf6c9803d,Travail/études,Rester tranquille,La conversation est légère,3
2ead765b-34b1-4ebc-ab5b-bc6d62d66e9c,Loisirs/vacances,Rester tranquille,Il/elle partage mes centres d’intérêt,2
80431c88-45dd-490e-9cbd-490569384186,Autre,Discussion sympa,Le trajet est long,5
dca95143-0708-47c8-a05d-21678198882b,Autre,Discussion sympa,Il/elle partage mes centres d’intérêt,5
6efed0bb-1337-4d8b-9b5d-2cf8420c7760,Loisirs/vacances,Échanger sur un sujet commun,Ça dépend,5
f659bffc-c791-44d6-b29b-081df6aa18a2,Autre,Rester tranquille,Le trajet est long,1
7dbb9ca0-45de-466c-b828-ca50ebbe913f,Travail/études,Discussion sympa,Jamais,2
725a9afd-d4dc-4e47-b9b6-19fb7351c448,Visite famille/amis,Rester tranquille,Jamais,1
b9dc4327-509e-460f-be5f-1a4c6d253d29,Travail/études,Autre,Ça dépend,4
bfe7fe1f-d650-4f5e-968c-f128d84031b2,Travail/études,Autre,Ça dépend,3
81429a93-0ce9-4a7b-a880-a34922f48daa,Autre,Rester tranquille,Ça dépend,4
605ddde0-d9f3-4155-806e-1598a814fc1f,Travail/études,Discussion sympa,La conversation est légère,3
7cd1f3f0-a7b5-4337-9ce6-222aab01edc3,Visite famille/amis,Discussion sympa,Le trajet est long,4
010c95db-bca1-4e9f-a342-5451a750e934,Visite famille/amis,Réseautage pro,Le trajet est long,2
975334f4-048c-48d9-b5c9-8909bfe41ecf,Autre,Échanger sur un sujet commun,Le trajet est long,4
830f9c9c-e641-4914-8a83-15ada15e0842,Travail/études,Discussion sympa,Ça dépend,4
d6581b1c-72d2-4384-9d0a-a3a1ebeaad53,Loisirs/vacances,Échanger sur un sujet commun,Il/elle partage mes centres d’intérêt,4
9d3d8340-9e62-4a4f-b386-54d069494fea,Loisirs/vacances,Autre,Ça dépend,4
02b93f04-fcec-4802-a007-ee9fd3212600,Loisirs/vacances,Discussion sympa,Ça dépend,4
1f95ff63-62ec-4e04-92fc-39c565348730,Travail/études,Échanger sur un sujet commun,Jamais,2
daf8487b-cff7-4fd7-849f-ccaceffff42f,Visite famille/amis,Rester tranquille,Ça dépend,5
b51a6209-ab15-4266-b581-35f53be3a84a,Travail/études,Réseautage pro,Il/elle partage mes centres d’intérêt,3
c804f97c-3abc-4a58-a5d0-60a288c41756,Visite famille/amis,Réseautage pro,Il/elle partage mes centres d’intérêt,2
d96c26ac-404b-49d7-82c5-5ecb0f2cf3fb,Loisirs/vacances,Discussion sympa,Ça dépend,1
200d44be-7e02-4609-9b3d-17163ec5b1b9,Visite famille/amis,Autre,La conversation est légère,4
112fb3a9-69de-4b51-ba2d-a2c586f594f3,Loisirs/vacances,Discussion sympa,Jamais,2
6bc65eda-7e59-4452-b93f-39240017fd12,Autre,Discussion sympa,Le trajet est long,1
96e9a379-3fd8-4dbe-80de-6d6f262dd8ac,Autre,Réseautage pro,Jamais,4
f09b3a1e-fdde-41d2-999c-bddcf5aa8138,Visite famille/amis,Autre,Ça dépend,5
87893158-ddc0-40c4-a531-17c0553701aa,Loisirs/vacances,Échanger sur un sujet commun,Il/elle partage mes centres d’intérêt,2
e24c3cce-75dc-4d90-bbd3-99f227c811ad,Autre,Discussion sympa,La conversation est légère,2
894d9744-9818-4414-8883-ef8c9232b829,Loisirs/vacances,Réseautage pro,Le trajet est long,5
693d1605-3ac2-4791-b9ee-cc10f510bb7a,Visite famille/amis,Rester tranquille,Le trajet est long,4
facb03ea-c925-4bce-bb00-e0aa571a9dff,Loisirs/vacances,Discussion sympa,Jamais,2
b605deaa-3144-4f62-b91e-b16f9ab6f53b,Travail/études,Autre,Il/elle partage mes centres d’intérêt,2
1818e727-982f-49b3-98a7-95d39a4a3ed0,Autre,Discussion sympa,Jamais,1
f1589f90-9b89-4a62-a47a-3dd17178b015,Travail/études,Autre,La conversation est légère,3
6f8b8eba-99d1-426a-9224-18a17ec5319f,Travail/études,Rester tranquille,Il/elle partage mes centres d’intérêt,5
608503d3-10c4-4276-86eb-7fb31dedf9bb,Autre,Réseautage pro,La conversation est légère,4
108d6ffe-a7a2-4d74-961e-940b9ae1278d,Loisirs/vacances,Réseautage pro,La conversation est légère,3
d99799cb-c907-4eae-bff5-7c77a643e723,Loisirs/vacances,Autre,La conversation est légère,5
38819a17-380c-4ef8-93df-17752e6e4729,Loisirs/vacances,Rester tranquille,Le trajet est long,5
7e34566c-2714-4356-a5f4-10d60c3a766e,Loisirs/vacances,Réseautage pro,Ça dépend,2
39e1f930-6a0c-4215-bfb8-cf42a70f4173,Travail/études,Échanger sur un sujet commun,Le trajet est long,2
677297a3-4680-4857-b09f-119ec57c990a,Loisirs/vacances,Rester tranquille,Jamais,1
35c469fd-9206-44fb-af0a-7879e41d8e08,Travail/études,Autre,Le trajet est long,4
aebbba2a-57b7-494e-a615-219038d082ad,Loisirs/vacances,Discussion sympa,La conversation est légère,3
8067d16d-f070-4cea-8a4c-5339bd2278d5,Loisirs/vacances,Discussion sympa,La conversation est légère,3
d716ba3d-9a00-405c-9165-3359671a4730,Autre,Réseautage pro,Il/elle partage mes centres d’intérêt,3
8019f124-0c54-48f9-aa25-2ec42ff9d017,Autre,Discussion sympa,Le trajet est long,5
503f9490-18b9-4659-ab2d-757978767a38,Travail/études,Discussion sympa,Il/elle partage mes centres d’intérêt,3
1480575b-1916-49e5-9b35-14ed567422fe,Travail/études,Discussion sympa,Jamais,3
8bcadade-dd06-41c5-b11e-ad8c8fbd86c4,Loisirs/vacances,Échanger sur un sujet commun,La conversation est légère,5
57f073d2-cb81-4ffb-8216-7510ef66ffee,Visite famille/amis,Échanger sur un sujet commun,La conversation est légère,5
c1d56027-ccb1-4602-b241-c136c3f3f757,Visite famille/amis,Autre,Il/elle partage mes centres d’intérêt,5
358965ca-cd23-4092-babd-987c797c1b90,Autre,Réseautage pro,Jamais,3
4e7167bd-db2f-4e16-a9a0-c34e9723eb25,Loisirs/vacances,Réseautage pro,Le trajet est long,1
52e1e9bc-3b1f-40ad-855b-b736f0b043cb,Loisirs/vacances,Échanger sur un sujet commun,Ça dépend,3
e4dc752d-5e71-4050-b0d7-d08f5cd70d15,Loisirs/vacances,Rester tranquille,Ça dépend,4
47b501be-5de8-4af9-8707-63e0bcb92603,Loisirs/vacances,Échanger sur un sujet commun,Ça dépend,4
ab202570-840a-4969-8ff9-b0a034ad17e4,Loisirs/vacances,Rester tranquille,Le trajet est long,5
c143e9f2-945e-4f1b-9f9b-89ff26fd775e,Visite famille/amis,Discussion sympa,Jamais,4
11133483-3af9-4868-8399-078c39577ba7,Autre,Échanger sur un sujet commun,Ça dépend,5
12589666-d126-4bc2-8504-46d48d126431,Travail/études,Réseautage pro,Il/elle partage mes centres d’intérêt,3
643d1570-c455-400d-91a1-dff6a2a19b3c,Visite famille/amis,Discussion sympa,Il/elle partage mes centres d’intérêt,1
971edaca-f7ad-4f08-bd0c-ba14807ab5fc,Visite famille/amis,Autre,Ça dépend,1
c2eed565-0cbd-4c2a-a22f-07a126fb1efa,Visite famille/amis,Discussion sympa,Jamais,3
582ed857-5547-4d21-b3ca-6429f22840e9,Travail/études,Autre,Il/elle partage mes centres d’intérêt,1
e9a2015d-dd02-49a8-a002-2140893bbfee,Autre,Discussion sympa,Ça dépend,3
2b3c7a37-653f-46f9-92aa-42be09710e42,Loisirs/vacances,Autre,Il/elle partage mes centres d’intérêt,5
78047942-0659-4f36-af11-7a6428298643,Autre,Discussion sympa,Jamais,5
f5f81db6-685f-4538-9454-d19e23848d03,Loisirs/vacances,Autre,Le trajet est long,3
ea4c807c-96ad-4587-97ca-29fc6dd819f2,Autre,Autre,La conversation est légère,4
dc07e5f5-8919-42f3-925c-012076a4667f,Loisirs/vacances,Discussion sympa,Il/elle partage mes centres d’intérêt,3
33daa74d-f0dd-4af5-a07a-988e1ef37809,Loisirs/vacances,Discussion sympa,Il/elle partage mes centres d’intérêt,4
149cadad-b463-4ccb-bf6a-f0324f15f5f1,Loisirs/vacances,Rester tranquille,Il/elle partage mes centres d’intérêt,4
f1378b5a-2cfd-46a6-8213-3a26f633e35c,Autre,Rester tranquille,Le trajet est long,1
b1cc5ca2-4235-484d-bfba-c7617d455d6e,Autre,Réseautage pro,Ça dépend,2
02c5cad3-4717-45ac-a450-279e1eca42a7,Autre,Autre,Jamais,3
7120754f-da16-430c-adbd-ff43bc97e5a7,Visite famille/amis,Autre,La conversation est légère,5
0e4c8694-7bfa-4c6b-b0f7-7f0159ba2e0d,Loisirs/vacances,Rester tranquille,Le trajet est long,4
c8fef2a4-1f45-426c-914c-93dc22ad7862,Loisirs/vacances,Discussion sympa,Ça dépend,1
97a17d90-c9f3-44ee-aad0-5384afcab770,Travail/études,Discussion sympa,Le trajet est long,4
e934fada-125e-4710-a1da-9e5b84991a96,Visite famille/amis,Discussion sympa,Le trajet est long,4
fe5d361c-0294-4139-92d0-a95a0ae5226c,Travail/études,Discussion sympa,La conversation est légère,1
e8a1bc83-0c00-4e3c-8da6-2ae6cb91c8f9,Travail/études,Autre,Jamais,1
